단어,개체명 인식,id,Unnamed: 3
발견되었읍니다.,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
이,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
탑은,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
돌을,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
네모나게,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
깎아,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
쌓은(전탑을,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
흉내만,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
낸)석탑입니다.,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
것을,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
이,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
탑의,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
반을,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
"헐었으며,",O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
후에,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
분황사,B_TOR,zI8FkiqMC_A,
의,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
승려,O,zI8FkiqMC_A,
들이,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
처음부터,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
다시,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
쌓다가,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
또,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
허물어졌다고,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
합니다.,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
이,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
탑을,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
9층탑,O,zI8FkiqMC_A,
이라고,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
기록한,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
사료가,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
많아,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
대략 9층 정도,O,zI8FkiqMC_A,
로,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
"추측하고,",O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
지금의,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
3층탑,O,zI8FkiqMC_A,
의,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
비례를,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
감안하면,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
9층탑,O,zI8FkiqMC_A,
일,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
통일신라시대부터,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
만들어져,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
사용했을,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
것으로,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
추정됩니다.,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
~~~,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
중,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
략,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
~~~,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
제목아래,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
설명참조!!,O,zI8FkiqMC_A,
 ,O,zI8FkiqMC_A,
외부는,O,zI8FkiqMC_A,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
 ,O,K350JfIuB6U,
?,O,K350JfIuB6U,
I,O,K350JfIuB6U,
NFO,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
정보?,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
부산,B_LOC,K350JfIuB6U,
 ,O,K350JfIuB6U,
쌍둥이돼지국밥,B_RES,K350JfIuB6U,
 ,O,K350JfIuB6U,
:,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
메뉴,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
순대국밥,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
"7,000",O,K350JfIuB6U,
 ,O,K350JfIuB6U,
(*,O,K350JfIuB6U,
초간장,O,K350JfIuB6U,
은,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
달라고해야,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
줍니다),O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Busa,O,K350JfIuB6U,
n,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
twins,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
folk,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
soup,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
:,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
M,O,K350JfIuB6U,
enu,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
:,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
S,O,K350JfIuB6U,
undae,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
$7 ,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
경주,B_LOC,K350JfIuB6U,
 ,O,K350JfIuB6U,
화랑의언덕,B_TOR,K350JfIuB6U,
 ,O,K350JfIuB6U,
입장료,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
:,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
"2,000",O,K350JfIuB6U,
 ,O,K350JfIuB6U,
(무료주차),O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Gyeongju Hwarang,O,K350JfIuB6U,
's,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Hill,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
:,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Ticket,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
$2 ,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
(free,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
parking),O,K350JfIuB6U,
 ,O,K350JfIuB6U,
경주,B_LOC,K350JfIuB6U,
 ,O,K350JfIuB6U,
블루원 프라이빗 콘도,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Gyeongju,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
BlueOne,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Private,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Condominum,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
경부,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
보문단지,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
오리배,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
4인,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
:,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
"20,000",O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Gyeongju Bomun Complex,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Duck,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
boat,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
4people,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
:,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
$20 ,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
경주,B_LOC,K350JfIuB6U,
 ,O,K350JfIuB6U,
문무대왕릉,B_TOR,K350JfIuB6U,
 ,O,K350JfIuB6U,
바닷가,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Gyeongju,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
To,O,K350JfIuB6U,
mb,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
of,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
King Munmu Sea,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
------------------------------------------,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
?BGM,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
브금?,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
?,O,K350JfIuB6U,
Champagne Beach,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
-,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Scandinavianz,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
?Poolside,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
-,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
LiQWYD,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
?,O,K350JfIuB6U,
Odessa,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
-,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
LiQWYD,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
&,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Scandinavianz,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
?,O,K350JfIuB6U,
Blue,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
-,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Declan DP,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
?,O,K350JfIuB6U,
Yves V & Matthew Hill Ft.,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Betsy Blue,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
-,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
Stay,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
?,O,K350JfIuB6U,
Jaymes Young,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
-,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
What Is Love,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
filmed,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
&,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
edited,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
by,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
westcoast,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
웨코,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
*Mail,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
:,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
#vlog,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
#브이로그,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
#travel,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
??구독/좋아요,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
/공유/댓글,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
많이,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
해,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
주세요!,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
??Please,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
click,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
that,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
subscribe,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
button,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
and,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
share,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
this,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
video,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
And,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
please,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
comment,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
a,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
lot,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
down,O,K350JfIuB6U,
 ,O,K350JfIuB6U,
below!,O,K350JfIuB6U,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
경주,B_LOC,6-vAfTFOJCM,
여행,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
VLOG,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
입니다??,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
*,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
BGM,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
:,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
JAMENDO,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
MUSIC,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
Fig,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
Leaf,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
"Rag,",O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
1908,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
-,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
ONCLASSICAL,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
Heliotrope,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
Bouquet,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
with,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
Louis Chauvin,O,6-vAfTFOJCM,
",",O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
1907,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
-,O,6-vAfTFOJCM,
 ,O,6-vAfTFOJCM,
ONCLASSICAL,O,6-vAfTFOJCM,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
#여행브이로그,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
#,O,avk74xrXjSU,
경주,B_LOC,avk74xrXjSU,
 ,O,avk74xrXjSU,
#,O,avk74xrXjSU,
바베큐,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
#호캉스,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
#,O,avk74xrXjSU,
대학생,O,avk74xrXjSU,
브이로그,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
안녕하세요,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
이상햄,O,avk74xrXjSU,
씨입니다.,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
이번에는,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
경주,B_LOC,avk74xrXjSU,
여행,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
브이로그,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
입니다!,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
여행이라고,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
하기도,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
그렇지만,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
열심히,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
호캉스를,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
즐기고,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
왔어요ㅋㅋㅋ,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
코로나,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
걱정없이,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
돌아다니던,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
때가,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
너무,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
그립다..,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
이번,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
영상은,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
동영상을,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
많이,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
못찍어서,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
조금,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
짧아요ㅠㅠ,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
다들,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
건강,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
조심하시고,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
오늘,O,avk74xrXjSU,
도,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
영상,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
시청해,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
주셔서,O,avk74xrXjSU,
 ,O,avk74xrXjSU,
감사합니다!,O,avk74xrXjSU,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
:,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
직장인,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
브이로그!,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
데일리룩,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
+,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
일상,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
+,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
심부름,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
+,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
예쁨주의,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
핑크뮬리,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
쉬는날,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
결혼식,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
갔다가,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
경주,B_LOC,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
첨성대,B_TOR,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
들려서,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
핑크뮬리,O,KRPNj4Vl4hE,
를,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
보고,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
왔어요!,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
:,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
아직,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
첨성대,B_TOR,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
핑크뮬리,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
못보신분들을,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
위해,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
예쁜,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
핑크뮬리,O,KRPNj4Vl4hE,
도,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
영상으로,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
담아왔어요!,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
:,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
영상,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
재미있게,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
봐주시고,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
*구독,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
/,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
좋아요,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
/,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
댓글,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
*,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
남겨주시면,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
100%,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
찾아갈게요,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
^-^/,O,KRPNj4Vl4hE,
 ,O,KRPNj4Vl4hE,
:,O,KRPNj4Vl4hE,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
(자막을,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
켜고,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
보세요!),O,F_yfggWQKys,
 ,O,F_yfggWQKys,
안녕하세요.,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
교사유튜버,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
주호티쳐,O,F_yfggWQKys,
입니다.,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
'여행',O,F_yfggWQKys,
 ,O,F_yfggWQKys,
컨텐츠를,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
통해서,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
우리,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
모두,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
'알면서,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
즐기는,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
여행'을,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
떠났으면,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
합니다.,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
첫번째,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
여행은,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
태백,B_LOC,F_yfggWQKys,
을,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
지나,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
경상북도,B_LOC,F_yfggWQKys,
를,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
거쳐,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
경주,B_LOC,F_yfggWQKys,
로,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
떠나는,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
여행입니다.,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
오늘,O,F_yfggWQKys,
은,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
그,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
마지막,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
시간으로,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
용암,O,F_yfggWQKys,
이,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
찬,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
바다에,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
식으며,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
만들어진,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
의,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
",",O,F_yfggWQKys,
 ,O,F_yfggWQKys,
경주,B_LOC,F_yfggWQKys,
 ,O,F_yfggWQKys,
양남,O,F_yfggWQKys,
의,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
를,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
방문했습니다.,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
3:07,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
전망대,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
내부,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
모습,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
6:33,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
경주,B_LOC,F_yfggWQKys,
 ,O,F_yfggWQKys,
양남,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
주상절리,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
모습,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
6:50,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
주상절리,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
형성과정,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
8:06,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
먹방(,O,F_yfggWQKys,
경주,B_LOC,F_yfggWQKys,
 ,O,F_yfggWQKys,
한우,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
차돌박이,O,F_yfggWQKys,
",",O,F_yfggWQKys,
 ,O,F_yfggWQKys,
다음날,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
어탕수제비,O,F_yfggWQKys,
),O,F_yfggWQKys,
 ,O,F_yfggWQKys,
촬영,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
iphone8,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
편집,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
windows10,O,F_yfggWQKys,
 ,O,F_yfggWQKys,
집기,O,F_yfggWQKys,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
#,O,VT5btaVwS-g,
경주,B_LOC,VT5btaVwS-g,
여행,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
#여행브이로그,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
#,O,VT5btaVwS-g,
경주,B_LOC,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
안녕하세요,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
원데이영,O,VT5btaVwS-g,
입니다,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
마지막,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
여행은,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
정말,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
추억이,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
가득,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
묻어있는,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
곳,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
들을,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
방문했어요!,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
오늘,O,VT5btaVwS-g,
도,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
영상봐주셔서,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
감사하구,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
날씨가,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
계속,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
흐린데,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
장마,O,VT5btaVwS-g,
 ,O,VT5btaVwS-g,
조심하세요!^^,O,VT5btaVwS-g,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
안녕하세요....,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
!,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
오랜만에,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
인사드립니다!,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
날씨가,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
추워질쯤,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
갔던,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
경주,B_LOC,j880f_kSnCo,
여행을,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
이제서야..,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
마무리,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
지었어요,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
하하..,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
그간,O,j880f_kSnCo,
 ,O,j880f_kSnCo,
